S, 17.602440,17.6024,1,-1,128,6
S, 17.710946,17.7109,1,-1,128,6
S, 17.524505,17.5245,1,-1,128,6
S, 17.263011,17.263,1,-1,128,6
S, 17.122285,17.1223,1,-1,128,6
S, 17.136415,17.1364,1,-1,128,6
S, 17.161889,17.1619,1,-1,128,6
S, 17.140422,17.1404,1,-1,128,6
S, 17.417868,17.4179,1,-1,128,6
S, 17.359138,17.3591,1,-1,128,6
O, 17.544190,17.5442,1,-1,128,6
O, 17.336983,17.337,1,-1,128,6
O, 17.700040,17.7,1,-1,128,6
O, 17.335350,17.3354,1,-1,128,6
O, 17.95061,17.0951,1,-1,128,6
O, 17.81321,17.0813,1,-1,128,6
O, 16.979482,16.9795,1,-1,128,6
O, 17.152011,17.152,1,-1,128,6
O, 18.535135,18.5351,1,-1,128,6
O, 17.494511,17.4945,1,-1,128,6
O, 11.275130,11.2751,2,-1,128,6
O, 11.919218,11.9192,2,-1,128,6
O, 12.564127,12.5641,2,-1,128,6
O, 12.132645,12.1326,2,-1,128,6
O, 12.304666,12.3047,2,-1,128,6
O, 11.748634,11.7486,2,-1,128,6
O, 11.601236,11.6012,2,-1,128,6
O, 11.286990,11.287,2,-1,128,6
O, 11.250300,11.2503,2,-1,128,6
O, 11.510858,11.5109,2,-1,128,6
O, 8.60505,8.06051,4,-1,128,6
O, 7.938732,7.93874,4,-1,128,6
O, 7.798252,7.79826,4,-1,128,6
O, 7.763378,7.76338,4,-1,128,6
O, 8.539630,8.53964,4,-1,128,6
O, 8.481760,8.48176,4,-1,128,6
O, 7.743733,7.74374,4,-1,128,6
O, 7.783890,7.78389,4,-1,128,6
O, 7.848433,7.84844,4,-1,128,6
O, 8.419824,8.41983,4,-1,128,6
O, 7.242379,7.24238,5,-1,128,6
O, 7.99570,7.09958,5,-1,128,6
O, 6.998698,6.9987,5,-1,128,6
O, 7.97194,7.0972,5,-1,128,6
O, 7.264486,7.26449,5,-1,128,6
O, 6.923464,6.92347,5,-1,128,6
O, 6.869123,6.86913,5,-1,128,6
O, 6.868839,6.86884,5,-1,128,6
O, 6.855120,6.85513,5,-1,128,6
O, 6.862518,6.86252,5,-1,128,6
O, 8.375495,8.3755,7,-1,128,6
O, 8.832643,8.83265,7,-1,128,6
O, 8.807914,8.80792,7,-1,128,6
O, 8.796158,8.79616,7,-1,128,6
O, 8.805191,8.80519,7,-1,128,6
O, 8.354093,8.3541,7,-1,128,6
O, 8.815501,8.81551,7,-1,128,6
O, 7.183146,7.18315,7,-1,128,6
O, 8.316886,8.31689,7,-1,128,6
O, 9.164154,9.16416,7,-1,128,6
O, 8.463424,8.46343,8,-1,128,6
O, 6.504630,6.50463,8,-1,128,6
O, 7.753530,7.75353,8,-1,128,6
O, 7.852732,7.85274,8,-1,128,6
O, 7.990829,7.99083,8,-1,128,6
O, 7.546283,7.54629,8,-1,128,6
O, 7.469364,7.46937,8,-1,128,6
O, 7.820916,7.82092,8,-1,128,6
O, 8.11489,8.01149,8,-1,128,6
O, 8.172964,8.17297,8,-1,128,6
O, 5.964117,5.96412,10,-1,128,6
O, 6.193859,6.19386,10,-1,128,6
O, 6.506022,6.50603,10,-1,128,6
O, 6.361992,6.362,10,-1,128,6
O, 6.887121,6.88713,10,-1,128,6
O, 6.837727,6.83773,10,-1,128,6
O, 6.636733,6.63674,10,-1,128,6
O, 7.9510,7.00952,10,-1,128,6
O, 6.360779,6.36078,10,-1,128,6
O, 6.218093,6.2181,10,-1,128,6
O, 6.452894,6.4529,11,-1,128,6
O, 5.876449,5.87645,11,-1,128,6
O, 6.101226,6.10123,11,-1,128,6
O, 5.915122,5.91513,11,-1,128,6
O, 7.496496,7.4965,11,-1,128,6
O, 5.716742,5.71675,11,-1,128,6
O, 5.713531,5.71354,11,-1,128,6
O, 6.593877,6.59388,11,-1,128,6
O, 6.407730,6.40774,11,-1,128,6
O, 6.215927,6.21593,11,-1,128,6
O, 5.502330,5.50234,13,-1,128,6
O, 5.488048,5.48805,13,-1,128,6
O, 5.742827,5.74283,13,-1,128,6
O, 6.158455,6.15846,13,-1,128,6
O, 6.226060,6.22606,13,-1,128,6
O, 5.646202,5.64621,13,-1,128,6
O, 5.332307,5.33231,13,-1,128,6
O, 5.323235,5.32324,13,-1,128,6
O, 5.318298,5.3183,13,-1,128,6
O, 5.742323,5.74233,13,-1,128,6
O, 5.678248,5.67825,14,-1,128,6
O, 5.905663,5.90567,14,-1,128,6
O, 5.810495,5.8105,14,-1,128,6
O, 5.924823,5.92483,14,-1,128,6
O, 5.470830,5.47083,14,-1,128,6
O, 5.610806,5.61081,14,-1,128,6
O, 6.312669,6.31267,14,-1,128,6
O, 5.724130,5.72413,14,-1,128,6
O, 5.928216,5.92822,14,-1,128,6
O, 6.555668,6.55567,14,-1,128,6
O, 5.856074,5.85608,16,-1,128,6
O, 6.589614,6.58962,16,-1,128,6
O, 6.100100,6.10011,16,-1,128,6
O, 6.720053,6.72006,16,-1,128,6
O, 6.556522,6.55653,16,-1,128,6
O, 5.479868,5.47987,16,-1,128,6
O, 5.524395,5.5244,16,-1,128,6
O, 5.539592,5.5396,16,-1,128,6
O, 5.818279,5.81828,16,-1,128,6
O, 5.433006,5.43301,16,-1,128,6
O, 5.546473,5.54648,17,-1,128,6
O, 5.509933,5.50994,17,-1,128,6
O, 5.454421,5.45443,17,-1,128,6
O, 5.560358,5.56036,17,-1,128,6
O, 5.481766,5.48177,17,-1,128,6
O, 5.499089,5.49909,17,-1,128,6
O, 5.492590,5.49259,17,-1,128,6
O, 5.517730,5.51773,17,-1,128,6
O, 5.507326,5.50733,17,-1,128,6
O, 5.473994,5.474,17,-1,128,6
O, 5.565181,5.56518,19,-1,128,6
O, 6.435328,6.43533,19,-1,128,6
O, 5.552965,5.55297,19,-1,128,6
O, 5.521429,5.52143,19,-1,128,6
O, 5.505554,5.50556,19,-1,128,6
O, 5.523572,5.52358,19,-1,128,6
O, 5.527554,5.52756,19,-1,128,6
O, 5.562250,5.56225,19,-1,128,6
O, 5.521665,5.52167,19,-1,128,6
O, 5.506673,5.50668,19,-1,128,6
O, 5.535514,5.53552,20,-1,128,6
O, 5.514796,5.5148,20,-1,128,6
O, 5.542320,5.54233,20,-1,128,6
O, 5.503764,5.50377,20,-1,128,6
O, 5.510268,5.51027,20,-1,128,6
O, 5.524432,5.52444,20,-1,128,6
O, 5.586317,5.58632,20,-1,128,6
O, 5.518793,5.5188,20,-1,128,6
O, 5.532358,5.53236,20,-1,128,6
O, 5.526009,5.52601,20,-1,128,6
O, 5.514383,5.51439,22,-1,128,6
O, 5.493510,5.49351,22,-1,128,6
O, 5.504149,5.50415,22,-1,128,6
O, 5.481512,5.48152,22,-1,128,6
O, 5.445147,5.44515,22,-1,128,6
O, 5.515782,5.51579,22,-1,128,6
O, 5.515582,5.51559,22,-1,128,6
O, 5.503097,5.5031,22,-1,128,6
O, 5.524474,5.52448,22,-1,128,6
O, 5.509507,5.50951,22,-1,128,6
O, 5.497297,5.4973,24,-1,128,6
O, 5.522701,5.52271,24,-1,128,6
O, 5.523274,5.52328,24,-1,128,6
O, 5.665734,5.66574,24,-1,128,6
O, 5.495869,5.49587,24,-1,128,6
O, 5.518067,5.51807,24,-1,128,6
O, 5.514992,5.515,24,-1,128,6
O, 5.522796,5.5228,24,-1,128,6
O, 5.594871,5.59488,24,-1,128,6
O, 5.549766,5.54977,24,-1,128,6
C, 2.977107,2.97711,1,1279201,128,6
C, 3.58260,3.05826,1,1279201,128,6
C, 2.981743,2.98175,1,1279201,128,6
C, 2.983237,2.98324,1,1279201,128,6
C, 3.4289,3.00429,1,1279201,128,6
C, 3.5005,3.00501,1,1279201,128,6
C, 3.1683,3.00169,1,1279201,128,6
C, 3.6210,3.00621,1,1279201,128,6
C, 3.1849,3.00185,1,1279201,128,6
C, 3.28472,3.02847,1,1279201,128,6
C, 0.961324,0.961327,27,47378,128,6
C, 0.968864,0.968868,27,47378,128,6
C, 0.977753,0.977756,27,47378,128,6
C, 0.969517,0.96952,27,47378,128,6
C, 0.978662,0.978665,27,47378,128,6
C, 0.969244,0.969248,27,47378,128,6
C, 0.979458,0.97946,27,47378,128,6
C, 0.966105,0.966108,27,47378,128,6
C, 0.970198,0.970201,27,47378,128,6
C, 0.973496,0.973499,27,47378,128,6
C, 0.968885,0.968888,54,23689,128,6
C, 0.974653,0.974657,54,23689,128,6
C, 0.970848,0.970852,54,23689,128,6
C, 0.974355,0.974359,54,23689,128,6
C, 0.979810,0.979813,54,23689,128,6
C, 0.971376,0.971379,54,23689,128,6
C, 0.970499,0.970502,54,23689,128,6
C, 0.969624,0.969627,54,23689,128,6
C, 0.971285,0.971287,54,23689,128,6
C, 0.976666,0.976669,54,23689,128,6
C, 0.972034,0.972036,81,15793,128,6
C, 0.971137,0.97114,81,15793,128,6
C, 0.967055,0.967058,81,15793,128,6
C, 0.974753,0.974755,81,15793,128,6
C, 0.972561,0.972564,81,15793,128,6
C, 0.979090,0.979094,81,15793,128,6
C, 0.973958,0.973962,81,15793,128,6
C, 0.975890,0.975894,81,15793,128,6
C, 0.973268,0.973271,81,15793,128,6
C, 0.983467,0.983471,81,15793,128,6
C, 0.987020,0.987024,108,11845,128,6
C, 0.956414,0.956417,108,11845,128,6
C, 0.955721,0.955724,108,11845,128,6
C, 0.958775,0.958778,108,11845,128,6
C, 1.15485,1.01549,108,11845,128,6
C, 0.951538,0.951542,108,23689,128,6
C, 0.955895,0.955898,108,23689,128,6
C, 0.951947,0.95195,108,23689,128,6
C, 0.957292,0.957294,108,23689,128,6
C, 0.955633,0.955636,108,23689,128,6
C, 0.968612,0.968616,135,18952,128,6
C, 0.971482,0.971485,135,18952,128,6
C, 0.970745,0.970749,135,18952,128,6
C, 0.966674,0.966676,135,18952,128,6
C, 0.965810,0.965813,135,18952,128,6
C, 0.966564,0.966567,135,18952,128,6
C, 0.967701,0.967704,135,18952,128,6
C, 0.971734,0.971737,135,18952,128,6
C, 0.973717,0.97372,135,18952,128,6
C, 0.977472,0.977476,135,18952,128,6
C, 0.974590,0.974593,162,15793,128,6
C, 0.966922,0.966926,162,15793,128,6
C, 0.975678,0.975681,162,15793,128,6
C, 0.972858,0.972861,162,15793,128,6
C, 0.968767,0.96877,162,15793,128,6
C, 0.968982,0.968985,162,15793,128,6
C, 0.965389,0.965392,162,15793,128,6
C, 0.969008,0.969011,162,15793,128,6
C, 0.977304,0.977307,162,15793,128,6
C, 0.967218,0.967221,162,15793,128,6
C, 0.957824,0.957828,189,13537,128,6
C, 0.959699,0.959702,189,13537,128,6
C, 0.956288,0.956292,189,13537,128,6
C, 0.961189,0.961193,189,13537,128,6
C, 1.13139,1.01314,189,13537,128,6
C, 0.961250,0.961253,189,13537,128,6
C, 0.961616,0.961619,189,13537,128,6
C, 0.958560,0.958564,189,13537,128,6
C, 0.964047,0.96405,189,13537,128,6
C, 0.961698,0.961701,189,13537,128,6
C, 0.955670,0.955673,216,11845,128,6
C, 0.954949,0.954951,216,11845,128,6
C, 0.951191,0.951194,216,11845,128,6
C, 0.948898,0.948901,216,11845,128,6
C, 0.953970,0.953973,216,11845,128,6
C, 0.946320,0.946323,216,11845,128,6
C, 0.949840,0.949843,216,11845,128,6
C, 0.947809,0.947813,216,11845,128,6
C, 0.947417,0.947419,216,11845,128,6
C, 0.952154,0.952157,216,11845,128,6
C, 0.957964,0.957967,243,10529,128,6
C, 0.962609,0.962612,243,10529,128,6
C, 0.958388,0.958391,243,10529,128,6
C, 0.962422,0.962425,243,10529,128,6
C, 0.964138,0.964141,243,10529,128,6
C, 0.961737,0.96174,243,10529,128,6
C, 0.961835,0.961837,243,10529,128,6
C, 0.959005,0.959009,243,10529,128,6
C, 0.957785,0.957788,243,10529,128,6
C, 0.960007,0.96001,243,10529,128,6
C, 0.960160,0.960164,269,9511,128,6
C, 0.961624,0.961627,269,9511,128,6
C, 0.966363,0.966366,269,9511,128,6
C, 0.963161,0.963163,269,9511,128,6
C, 0.966571,0.966573,269,9511,128,6
C, 0.963800,0.963803,269,9511,128,6
C, 0.960384,0.960387,269,9511,128,6
C, 0.963285,0.963288,269,9511,128,6
C, 0.957343,0.957346,269,9511,128,6
C, 0.962206,0.962209,269,9511,128,6
C, 0.956190,0.956194,296,8644,128,6
C, 0.955038,0.955041,296,8644,128,6
C, 0.964662,0.964666,296,8644,128,6
C, 1.14767,1.01477,296,8644,128,6
C, 0.958523,0.958526,296,8644,128,6
C, 0.959769,0.959772,296,8644,128,6
C, 0.960658,0.960661,296,8644,128,6
C, 0.984690,0.984693,296,8644,128,6
C, 0.964175,0.964177,296,8644,128,6
C, 0.958186,0.958189,296,8644,128,6
C, 0.974194,0.974196,323,7921,128,6
C, 1.21859,1.02186,323,7921,128,6
C, 0.967011,0.967014,323,7921,128,6
C, 0.964451,0.964454,323,7921,128,6
C, 0.968912,0.968915,323,7921,128,6
C, 0.974177,0.974181,323,7921,128,6
C, 0.971402,0.971405,323,7921,128,6
C, 0.965228,0.965231,323,7921,128,6
C, 0.968556,0.968559,323,7921,128,6
C, 1.21722,1.02172,323,7921,128,6
C, 0.962089,0.962093,350,7310,128,6
C, 0.961153,0.961156,350,7310,128,6
C, 0.961964,0.961967,350,7310,128,6
C, 0.963660,0.963663,350,7310,128,6
C, 0.967191,0.967195,350,7310,128,6
C, 0.964769,0.964772,350,7310,128,6
C, 0.966325,0.966328,350,7310,128,6
C, 0.961032,0.961034,350,7310,128,6
C, 0.965251,0.965254,350,7310,128,6
C, 0.972125,0.972129,350,7310,128,6
C, 0.960225,0.960228,377,6787,128,6
C, 0.964007,0.96401,377,6787,128,6
C, 0.972064,0.972067,377,6787,128,6
C, 1.13783,1.01379,377,6787,128,6
C, 0.959070,0.959074,377,6787,128,6
C, 0.958330,0.958333,377,6787,128,6
C, 0.963996,0.963999,377,6787,128,6
C, 0.969229,0.969232,377,6787,128,6
C, 0.971295,0.971298,377,6787,128,6
C, 0.963940,0.963943,377,6787,128,6
C, 0.960048,0.96005,404,6333,128,6
C, 0.955344,0.955348,404,6333,128,6
C, 0.959896,0.959899,404,6333,128,6
C, 0.954728,0.95473,404,6333,128,6
C, 0.954634,0.954637,404,6333,128,6
C, 0.956745,0.956748,404,6333,128,6
C, 0.962316,0.962319,404,6333,128,6
C, 0.960278,0.960281,404,6333,128,6
C, 0.955885,0.955894,404,6333,128,6
C, 0.997898,0.997901,404,6333,128,6
C, 0.959454,0.959457,431,5936,128,6
C, 0.971393,0.971396,431,5936,128,6
C, 0.965078,0.965081,431,5936,128,6
C, 0.971961,0.971964,431,5936,128,6
C, 0.967393,0.967396,431,5936,128,6
C, 0.965367,0.96537,431,5936,128,6
C, 0.964407,0.96441,431,5936,128,6
C, 0.969563,0.969567,431,5936,128,6
C, 0.966837,0.96684,431,5936,128,6
C, 0.966441,0.966444,431,5936,128,6
C, 0.966741,0.966745,458,5587,128,6
C, 0.960972,0.960974,458,5587,128,6
C, 0.965755,0.965758,458,5587,128,6
C, 0.970460,0.970463,458,5587,128,6
C, 0.962165,0.962168,458,5587,128,6
C, 0.965606,0.965609,458,5587,128,6
C, 0.960789,0.960792,458,5587,128,6
C, 0.964427,0.964432,458,5587,128,6
C, 0.964400,0.964404,458,5587,128,6
C, 0.972983,0.972985,458,5587,128,6
C, 0.961166,0.961169,485,5276,128,6
C, 0.962878,0.962882,485,5276,128,6
C, 0.959471,0.959475,485,5276,128,6
C, 0.962628,0.96263,485,5276,128,6
C, 0.959512,0.959515,485,5276,128,6
C, 0.957126,0.957129,485,5276,128,6
C, 0.962339,0.962342,485,5276,128,6
C, 0.964333,0.964336,485,5276,128,6
C, 0.966681,0.966684,485,5276,128,6
C, 0.960302,0.960305,485,5276,128,6
C, 0.950742,0.950745,512,4997,128,6
C, 0.948511,0.948513,512,4997,128,6
C, 0.961869,0.961872,512,4997,128,6
C, 0.951935,0.951938,512,4997,128,6
C, 0.957899,0.957903,512,4997,128,6
C, 0.953363,0.953367,512,4997,128,6
C, 0.949048,0.949051,512,4997,128,6
C, 1.24913,1.02492,512,4997,128,6
C, 0.982893,0.982897,512,4997,128,6
C, 0.963635,0.963638,512,4997,128,6
